date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:32:24	21440/21440	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20Jan%202023%2010:49:53%20GMT	https://desafio19dias.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Meus%20Sites/s/desafio19dias.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://desafio19dias.com/)
21:32:24	139153/139153	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2001%20Jun%202020%2019:47:40%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://desafio19dias.com/)
21:32:24	2620/2620	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2001%20Aug%202022%2003:11:38%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.9.1	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.mina560.js	(from https://desafio19dias.com/)
21:32:25	10682/10682	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2017%20Nov%202021%2011:27:36%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.0	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mind227.js	(from https://desafio19dias.com/)
21:32:25	40696/40696	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202022%2023:21:00%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.9.1	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/js/frontend.mina560.js	(from https://desafio19dias.com/)
21:32:25	143266/143266	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202022%2020:07:58%20GMT	https://desafio19dias.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min.js?ver=3.9.1	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.mina560.js	(from https://desafio19dias.com/)
21:32:25	43112/43112	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202022%2023:21:00%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.9.1	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/js/preloaded-modules.mina560.js	(from https://desafio19dias.com/)
21:32:25	3721/3721	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202022%2020:06:12%20GMT	https://desafio19dias.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.9.1	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.mina560.js	(from https://desafio19dias.com/)
21:32:26	8291/8291	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Jan%202023%2004:00:36%20GMT	https://desafio19dias.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	(from https://desafio19dias.com/)
21:32:27	211640/211640	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Dec%202022%2023:21:00%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.16.0	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.eot	(from https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
21:32:27	93372/93372	---MCZ	200	added ('OK')	font/woff2	date:Wed,%2014%20Dec%202022%2023:21:00%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.16.0	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff2	(from https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
21:32:28	211480/211480	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2014%20Dec%202022%2023:21:00%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.16.0	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.ttf	(from https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
21:32:28	114280/114280	---MCZ	200	added ('OK')	font/woff	date:Wed,%2014%20Dec%202022%2023:21:00%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.16.0	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff	(from https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
21:32:32	20815/20815	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jan%202023%2008:27:43%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/fundo-geometrico-escuro_1409-925-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2021/05/fundo-geometrico-escuro_1409-925-1.jpg	(from https://desafio19dias.com/wp-content/uploads/elementor/css/post-1085.css?ver=1674372711)
21:32:35	33432/33432	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Jan%202023%2000:32:37%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/como-emagreci006.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2021/05/como-emagreci006.jpg	(from https://desafio19dias.com/wp-content/uploads/elementor/css/post-1085.css?ver=1674372711)
21:32:35	318907/318907	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2014%20Dec%202022%2023:21:00%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.16.0	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.svg	(from https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
21:32:41	94089/94089	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:28:43%20GMT	http://desafio19dias.com/wp-content/uploads/2023/01/dC2-2-1.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/dC2-2-1.jpg	(from https://desafio19dias.com/wp-content/uploads/elementor/css/post-1085.css?ver=1674372711)
21:32:43	56333/56333	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2006:25:51%20GMT	http://desafio19dias.com/wp-content/uploads/2023/01/C2-2.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2023/01/C2-2.jpg	(from https://desafio19dias.com/wp-content/uploads/elementor/css/post-1085.css?ver=1674372711)
21:32:43	89139/89139	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jan%202023%2008:27:39%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/C2-2.jpg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/uploads/2021/05/C2-2.jpg	(from https://desafio19dias.com/wp-content/uploads/elementor/css/post-1085.css?ver=1674372711)
21:32:43	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
21:32:43	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
21:32:44	78196/78196	---MCZ	200	added ('OK')	font/woff2	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
21:32:45	101652/101652	---MCZ	200	added ('OK')	font/woff	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
21:32:45	202744/202744	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
21:32:46	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Meus%20Sites/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
